clean_name,name,clalit,maccabi,meuhedet,leumit
פרופ' ליאוניד סטרניק,פרופ' ליאוניד סטרניק,1,1,1,1
פרופ' ליאור הלר,פרופ' ליאור הלר,1,1,1,1
פרופ' ליאור פרל,פרופ' ליאור פרל,0,0,0,0
פרופ' ליאור שגב,פרופ' ליאור שגב,0,1,0,1
פרופ' ליאת סמואלוב,פרופ' ליאת סמואלוב,0,0,1,1
פרופ' לימור הלפמן,פרופ' לימור הלפמן,0,0,0,0
פרופ' לירן הירש,פרופ' לירן הירש,0,0,0,0
פרופ' מוריס הרטשטיין,פרופ' מוריס הרטשטיין,0,0,0,0
פרופ' מחמוד אבו-שקרה,פרופ' מחמוד אבו-שקרה,1,0,0,0
פרופ' מחמוד סולימאן,פרופ' מחמוד סולימאן,1,0,1,1
פרופ' מיכאל דוד,פרופ' מיכאל דוד,0,0,0,1
פרופ' מיכאל דוידזון,פרופ' מיכאל דוידזון,0,0,0,0
פרופ' מיכאל דרקסלר,פרופ' מיכאל דרקסלר,0,1,1,1
פרופ' מיכאל יונש,פרופ' מיכאל יונש,0,0,0,0
פרופ' מיכאל כינורי,פרופ' מיכאל כינורי,0,1,1,1
פרופ' מיכאל לוי,פרופ' מיכאל לוי,0,0,0,1
פרופ' מיכל לאופר-פרל,פרופ' מיכל לאופר-פרל,0,0,0,0
פרופ' מיכל לונץ,פרופ' מיכל לונץ,0,0,0,0
פרופ' מיכל סלומון,פרופ' מיכל סלומון,0,0,0,0
פרופ' מיכל פרל לאופר,פרופ' מיכל פרל לאופר,0,0,0,0
פרופ' מיכל קובו השרוני,פרופ' מיכל קובו השרוני,1,1,1,0
פרופ' מיכל קרמר,פרופ' מיכל קרמר,0,0,0,0
פרופ' מיקלוש באלה,פרופ' מיקלוש באלה,1,1,1,1
פרופ' מנחם שלזינגר,פרופ' מנחם שלזינגר,0,1,0,0
פרופ' מעין קניגשטיין,פרופ' מעין קניגשטיין,0,0,0,1
פרופ' מעין שלמה,פרופ' מעין שלמה,0,0,0,0
פרופ' מרדכי גוטמן,פרופ' מרדכי גוטמן,1,1,1,0
פרופ' מרדכי קראוס,פרופ' מרדכי קראוס,1,1,0,0
פרופ' מרדכי קרמר,פרופ' מרדכי קרמר,0,0,0,0
פרופ' מרואן עודה,פרופ' מרואן עודה,0,0,0,0
פרופ' מרים דוידוביץ',פרופ' מרים דוידוביץ',0,0,0,0
פרופ' מרק מימוני,פרופ' מרק מימוני,1,0,0,0
פרופ' מרתה דירנפלד,פרופ' מרתה דירנפלד,0,0,0,0
פרופ' משה גרטי,פרופ' משה גרטי,1,0,0,0
פרופ' משה לבנה פנחס,פרופ' משה לבנה פנחס,1,0,0,0
פרופ' משה סויסה,פרופ' משה סויסה,1,1,1,1
פרופ' נאסר סקרן,פרופ' נאסר סקרן,1,1,1,0
פרופ' נדב משען,פרופ' נדב משען,0,1,1,1
פרופ' נועם שוחט,פרופ' נועם שוחט,0,1,0,0
פרופ' ניב פנקוביץ',פרופ' ניב פנקוביץ',0,0,0,0
פרופ' ניצה גולדנברג כהן,פרופ' ניצה גולדנברג כהן,0,0,0,0
פרופ' ניקולא מבג'יש,פרופ' ניקולא מבג'יש,1,0,0,1
פרופ' ניקולה מאג'ו,פרופ' ניקולה מאג'ו,0,0,0,0
פרופ' ניר וסרברג,פרופ' ניר וסרברג,1,1,1,1
פרופ' ניר לובצקי,פרופ' ניר לובצקי,0,0,0,0
פרופ' ניר סורקין,פרופ' ניר סורקין,0,0,0,0
פרופ' נעם שוחט,פרופ' נעם שוחט,0,0,0,0
פרופ' סטיבן מלניק,פרופ' סטיבן מלניק,1,0,0,0
פרופ' סיגלית בלומר,פרופ' סיגלית בלומר,0,0,0,0
פרופ' סימונה גלסברג,פרופ' סימונה גלסברג,1,0,0,0
פרופ' סלמה חליל,פרופ' סלמה חליל,1,0,0,0
פרופ' סמי ניטצקי,פרופ' סמי ניטצקי,0,0,0,0
פרופ' סער מנחה,פרופ' סער מנחה,0,0,1,1
פרופ' סרגיי ספקטור,פרופ' סרגיי ספקטור,1,1,1,1
פרופ' עדי לוריאן,פרופ' עדי לוריאן,0,0,0,0
פרופ' עודד כהן,פרופ' עודד כהן,0,1,1,1
פרופ' עודד נחליאלי,פרופ' עודד נחליאלי,0,1,1,0
פרופ' עופר בהריר,פרופ' עופר בהריר,0,0,0,0
פרופ' עופר גמר,פרופ' עופר גמר,1,1,1,1
פרופ' עופר חבקוק,פרופ' עופר חבקוק,0,0,0,0
פרופ' עופר מרגלית,פרופ' עופר מרגלית,0,0,0,0
פרופ' עופר פאינרו,פרופ' עופר פאינרו,1,0,0,0
פרופ' עידו לסקוב,פרופ' עידו לסקוב,0,0,0,0
פרופ' עירית אביבי,פרופ' עירית אביבי,0,0,0,0
פרופ' עמוס נאמן,פרופ' עמוס נאמן,1,1,1,0
פרופ' עמירם שגיא,פרופ' עמירם שגיא,0,0,0,1
פרופ' עמית אסא,פרופ' עמית אסא,0,0,0,0
פרופ' עמית שגב,פרופ' עמית שגב,0,1,1,1
פרופ' עמית תירוש,פרופ' עמית תירוש,0,0,0,0
פרופ' ענת גפטר גוילי,פרופ' ענת גפטר גוילי,0,0,0,0
פרופ' ערן ברזילי,פרופ' ערן ברזילי,0,0,0,0
פרופ' ערן הורוביץ,פרופ' ערן הורוביץ,1,0,0,0
פרופ' ערן שדות,פרופ' ערן שדות,0,1,1,1
פרופ' ערן תמיר,פרופ' ערן תמיר,0,1,0,0
פרופ' פואד עאזם,פרופ' פואד עאזם,1,1,1,0
פרופ' פיטר גילבי,פרופ' פיטר גילבי,0,0,0,0
פרופ' פריד נחול,פרופ' פריד נחול,0,0,0,0
פרופ' פרנסיס סרור,פרופ' פרנסיס סרור,1,0,0,0
פרופ' צבי בנטואיץ,פרופ' צבי בנטואיץ,0,0,0,0
פרופ' צבי שלזינגר,פרופ' צבי שלזינגר,0,0,1,0
פרופ' צביה בורגנסקי - אליאש, פרופ' צביה בורגנסקי - אליאש,1,0,0,0
פרופ' צפריר ברק,פרופ' צפריר ברק,0,0,0,0
פרופ' קובי סתיו,פרופ' קובי סתיו,1,1,0,1
פרופ' קטיה אורבין,פרופ' קטיה אורבין,0,0,0,0
פרופ' קרינה נינה קריידן חרץ,פרופ' קרינה נינה קריידן חרץ,0,0,0,0
פרופ' ראובן ברגמן,פרופ' ראובן ברגמן,0,1,0,0
פרופ' ראובן צימליכמן,פרופ' ראובן צימליכמן,0,0,0,0
פרופ' רון בלוססקי,פרופ' רון בלוססקי,0,0,0,0
פרופ' רון האוזר,פרופ' רון האוזר,0,0,0,0
פרופ' רוני וולף,פרופ' רוני וולף,0,1,0,0
פרופ' רוני לוי,פרופ' רוני לוי,0,0,0,0
פרופ' רוני קולרמן,פרופ' רוני קולרמן,0,0,0,0
פרופ' רונית מכטינגר,פרופ' רונית מכטינגר,0,0,0,0
פרופ' רונן דבי,פרופ' רונן דבי,1,1,1,1
פרופ' רונן דורסט,פרופ' רונן דורסט,0,0,0,0
פרופ' רועי אלדור,פרופ' רועי אלדור,0,0,0,0
פרופ' רועי בינרט,פרופ' רועי בינרט,0,0,0,0
פרופ' רועי לנדסברג,פרופ' רועי לנדסברג,0,1,1,0
פרופ' רועי מנו,פרופ' רועי מנו,1,1,0,0
פרופ' ריטה ארליך,פרופ' ריטה ארליך,0,1,1,1
פרופ' רינת גבאי בן זיו,פרופ' רינת גבאי בן זיו,0,0,0,0
פרופ' רלי הרשקוביץ,פרופ' רלי הרשקוביץ,0,0,0,0
פרופ' רם אלעזרי,פרופ' רם אלעזרי,1,1,1,1
פרופ' רן כץ,פרופ' רן כץ,1,1,0,0
פרופ' רענן ברגר,פרופ' רענן ברגר,0,0,0,0
פרופ' רפאל בן אוליאל,פרופ' רפאל בן אוליאל,0,0,0,0
פרופ' רפאל פיינמסר,פרופ' רפאל פיינמסר,1,1,0,1
פרופ' רפאל רוסו,פרופ' רפאל רוסו,1,1,1,1
פרופ' שי גולן,פרופ' שי גולן,1,0,0,1
פרופ' שי שבת,פרופ' שי שבת,0,0,0,0
פרופ' שלום שטהל,פרופ' שלום שטהל,0,0,1,0
פרופ' שלומית שליטין,פרופ' שלומית שליטין,0,1,0,0
פרופ' שלמה מלמד,פרופ' שלמה מלמד,0,0,1,0
פרופ' שמואל עיני,פרופ' שמואל עיני,0,0,0,0
פרופ' שמואל פוקס,פרופ' שמואל פוקס,0,0,0,0
פרופ' שמי קרסו,פרופ' שמי קרסו,0,0,0,0
פרופ' שפרה לברטובסקי,פרופ' שפרה לברטובסקי,0,0,0,0
פרופ' שרה שמעוני,פרופ' שרה שמעוני,1,0,1,1
פרופ' שרון אבנת תמיר,פרופ' שרון אבנת תמיר,0,1,0,1
פרופ' שרון מסלוביץ,פרופ' שרון מסלוביץ,0,0,0,0
פרופ' שרון פרלמן,פרופ' שרון פרלמן,0,0,0,0
פרופ' שרינה לוי מנדלוביץ',פרופ' שרינה לוי מנדלוביץ',0,0,0,0
פרופ' תרצה פוקס,פרופ' תרצה פוקס,1,1,1,1
פרופ` אביב ברזילי,פרופ` אביב ברזילי,0,0,0,0
פרופ` אברהם אביטל,פרופ` אברהם אביטל,1,1,1,0
פרופ` אהוד ראט,פרופ` אהוד ראט,0,0,0,0
פרופ` אורי גבעון,פרופ` אורי גבעון,0,0,0,0
פרופ` אטל טור,פרופ` אטל טור,0,1,0,0
פרופ` אייל שטייר,פרופ` אייל שטייר,1,1,1,1
פרופ` איילה פולק,פרופ` איילה פולק,0,0,0,0
פרופ` אילן גולדברג,פרופ` אילן גולדברג,0,0,0,0
פרופ` אילן דלאל,פרופ` אילן דלאל,0,0,0,0
פרופ` אילנה דואק,פרופ` אילנה דואק,0,1,0,0
פרופ` אלון סקעת,פרופ` אלון סקעת,0,0,0,0
פרופ` אלישע ברטוב,פרופ` אלישע ברטוב,0,0,0,0
פרופ` אלכס זבולונוב,פרופ` אלכס זבולונוב,0,0,0,0
פרופ` אמל חורי,פרופ` אמל חורי,0,0,0,0
פרופ` אפרת ברוידא,פרופ` אפרת ברוידא,0,1,0,0
פרופ` אשר טל,פרופ` אשר טל,1,1,0,0
פרופ` בעז מושקוביץ,פרופ` בעז מושקוביץ,0,1,0,0
פרופ` ברק חביב,פרופ` ברק חביב,0,0,0,0
פרופ` ג'ק בניאל,פרופ` ג'ק בניאל,0,0,0,0
פרופ` גבריאל חיים,פרופ` גבריאל חיים,0,0,0,0
פרופ` גדעון בכר,פרופ` גדעון בכר,1,1,1,1
פרופ` גיא קליינמן,פרופ` גיא קליינמן,0,0,0,0
פרופ` גיל רביב,פרופ` גיל רביב,1,1,0,0
פרופ` גלעד ברגר,פרופ` גלעד ברגר,1,1,1,1
פרופ` דוד ורסנו,פרופ` דוד ורסנו,0,0,0,0
פרופ` דוד רוט,פרופ` דוד רוט,1,0,1,0
פרופ` דורון נורמן,פרופ` דורון נורמן,0,0,0,0
פרופ` דן ליבוביץ,פרופ` דן ליבוביץ,1,0,0,0
פרופ` דן פליס,פרופ` דן פליס,0,0,0,0
פרופ` דרור לקשטיין,פרופ` דרור לקשטיין,1,1,0,0
פרופ` דריו פרייס,פרופ` דריו פרייס,1,0,0,0
פרופ` זיו גיל,פרופ` זיו גיל,0,0,1,1
פרופ` חיים ביבי,פרופ` חיים ביבי,0,0,0,0
פרופ` חני ורבין לבקוביץ,פרופ` חני ורבין לבקוביץ,1,1,0,1
פרופ` יאיר מורד,פרופ` יאיר מורד,0,0,0,0
פרופ` יגאל מירובסקי,פרופ` יגאל מירובסקי,0,0,1,0
פרופ` יהב אורון,פרופ` יהב אורון,0,0,0,0
פרופ` יונה קוסאשוילי,פרופ` יונה קוסאשוילי,1,0,1,1
פרופ` יונתן להב,פרופ` יונתן להב,0,0,0,0
פרופ` יורם אגמון,פרופ` יורם אגמון,0,0,0,0
פרופ` יורם מור,פרופ` יורם מור,0,1,0,0
פרופ` יעקב משיח,פרופ` יעקב משיח,0,1,1,1
פרופ` יעקב רוזנמן,פרופ` יעקב רוזנמן,0,1,0,0
פרופ` יפתח חצרוני,פרופ` יפתח חצרוני,0,0,0,0
פרופ` יצחק לוי,פרופ` יצחק לוי,0,1,0,0
פרופ` יקי כהן,פרופ` יקי כהן,0,0,0,1
פרופ` ירון ארבל,פרופ` ירון ארבל,0,1,0,0
פרופ` ירון דגן,פרופ` ירון דגן,0,1,0,1
פרופ` ישעיה וקסלר,פרופ` ישעיה וקסלר,0,1,1,0
פרופ` ישראל דודקביץ,פרופ` ישראל דודקביץ,1,0,0,0
פרופ` לב פבלובסקי,פרופ` לב פבלובסקי,0,0,0,0
פרופ` מחמוד סולימאן,פרופ` מחמוד סולימאן,0,0,0,0
פרופ` מיכאל ארד,פרופ` מיכאל ארד,0,0,0,0
פרופ` מיכאל גולדמן,פרופ` מיכאל גולדמן,1,0,0,0
פרופ` מיכאל ויסבורד,פרופ` מיכאל ויסבורד,0,0,0,0
פרופ` מרסלו גרינוולד,פרופ` מרסלו גרינוולד,1,1,1,1
פרופ` משה סויסה,פרופ` משה סויסה,0,0,0,0
פרופ` נדאל מוהנא,פרופ` נדאל מוהנא,1,0,0,0
פרופ` נחום הלפרין,פרופ` נחום הלפרין,1,0,1,0
פרופ` נתן לוי פלק,פרופ` נתן לוי פלק,0,1,0,0
פרופ` עבד חיג'אזי,פרופ` עבד חיג'אזי,0,1,0,0
פרופ` עדי עינן ליפשיץ,פרופ` עדי עינן ליפשיץ,0,0,0,0
פרופ` עזיזי אסתר,פרופ` עזיזי אסתר,0,0,1,1
פרופ` עידו דידי פביאן,פרופ` עידו דידי פביאן,0,0,0,0
פרופ` עמירם ניר,פרופ` עמירם ניר,0,0,0,1
פרופ` פול פפר,פרופ` פול פפר,0,0,0,0
פרופ` צבי פרידלנדר,פרופ` צבי פרידלנדר,1,1,1,0
פרופ` צביה בורגנסקי-אליאש,פרופ` צביה בורגנסקי-אליאש,1,0,0,0
פרופ` רונן דבי,פרופ` רונן דבי,0,1,1,1
פרופ` שימי קרסו,פרופ` שימי קרסו,0,0,0,0
פרופ` שמעון רייף,פרופ` שמעון רייף,0,0,0,0
פרופיל דוגמא,פרופיל דוגמא,0,0,0,0
פרופיל דוגמה,פרופיל דוגמה,1,1,0,0
פרופסור אבי סבג,פרופסור אבי סבג,0,0,0,0
פרופסור אביעד כהן,פרופסור אביעד כהן,0,0,0,0
פרופ׳ אורי אלבז,פרופ׳ אורי אלבז,1,0,0,0
פרופ׳ אליזבט הלף,פרופ׳ אליזבט הלף,0,0,0,0
פרופ׳ אנדרי קידר,פרופ׳ אנדרי קידר,1,1,0,1
פרופ׳ גלעד רגב,פרופ׳ גלעד רגב,1,0,0,0
פרופ׳ טל וייסבאך,פרופ׳ טל וייסבאך,0,0,0,0
פרופ׳ טל מרום,פרופ׳ טל מרום,0,0,0,0
פרופ׳ יעקב ביקלס,פרופ׳ יעקב ביקלס,0,0,0,0
פרופ׳ סאמר ח'טיב,פרופ׳ סאמר ח'טיב,1,1,1,1
פרופ׳ עודד הרשקוביץ,פרופ׳ עודד הרשקוביץ,0,0,0,0
פרופ׳ עידו שטראוס,פרופ׳ עידו שטראוס,0,0,0,0
פרופ׳ עמיחי רוטנשטרייך,פרופ׳ עמיחי רוטנשטרייך,0,0,0,0
פרופ׳ רוני טפר,פרופ׳ רוני טפר,0,0,0,0
פרופ’ אהוד רענני,פרופ’ אהוד רענני,1,1,1,1
פרופ’ שמי קרסו,פרופ’ שמי קרסו,0,0,0,0
פריאל גרנות,פריאל גרנות,0,0,0,0
פריד כריני,פריד כריני,0,1,0,1
פרידה אורן,פרידה אורן,1,1,0,0
פרידה גוסב,פרידה גוסב,1,0,0,0
פרנסין פרטוש,פרנסין פרטוש,0,1,1,1
פרנק אטלן,"ד""ר פרנק אטלן",1,0,1,0
פרנק שמלה,פרנק שמלה,1,0,0,0
פרנקלין לוקיץ,פרנקלין לוקיץ,0,1,0,0
פרת שפירא-כהן,פרת שפירא-כהן,0,1,0,0
צ'רלי חדאד,צ'רלי חדאד,0,0,0,0
צ'רלס הווארד,צ'רלס הווארד,0,1,0,0
צבי איתן,צבי איתן,0,0,1,0
צבי גוטמכר,"ד""ר צבי גוטמכר",0,0,0,0
צבי גור,"ד""ר צבי גור",1,1,1,1
צבי דיסטניק,צבי דיסטניק,0,1,0,0
צבי דפנא,צבי דפנא,0,1,0,1
צבי הלר,צבי הלר,0,0,0,1
צבי הרשקוביץ',צבי הרשקוביץ',1,0,0,0
צבי זקס,צבי זקס,1,0,0,0
צבי חזן,צבי חזן,0,0,1,1
צבי חי ברנע,"ד""ר צבי חי ברנע",0,0,0,0
צבי חן,"ד""ר צבי חן",0,0,0,0
צבי כץ,צבי כץ,0,0,1,0
צבי לוין,צבי לוין,1,0,0,0
צבי מילוא,"ד""ר צבי מילוא",1,0,0,0
צבי סגל,צבי סגל,0,0,0,0
צבי פוס,"ד""ר צבי פוס",0,0,0,0
צבי שכנר,צבי שכנר,1,0,0,0
צביה בלייכר גליק,צביה בלייכר גליק,0,0,1,0
צביה פיי-כרמון,"ד""ר צביה פיי-כרמון",0,0,0,0
צביקה שטיינברגר,"ד""ר צביקה שטיינברגר",0,1,0,0
צוני סיגל,צוני סיגל,0,0,0,0
צור בן חיים,צור בן חיים,0,1,0,1
צח שרוני,"ד""ר צח שרוני",0,0,0,0
צחי כהן,"ד""ר צחי כהן",0,0,0,0
צחי סטמפלר,"ד""ר צחי סטמפלר",0,1,0,0
צחי שלקוביץ,"ד""ר צחי שלקוביץ",0,1,1,0
ציון ברנשטיין,ציון ברנשטיין,1,0,1,0
ציזי ויסברג,ציזי ויסברג,0,1,0,0
צילה גסול,צילה גסול,0,1,0,0
צילי צנגן,צילי צנגן,1,0,0,0
ציפורית גודמן,ציפורית גודמן,0,1,1,1
ציפי קרופניק,ציפי קרופניק,0,0,0,0
ציפי שלם,"ד""ר ציפי שלם",0,0,0,0
קאסם חמדאן,קאסם חמדאן,1,0,1,0
קאסם מוהרה,קאסם מוהרה,0,0,0,1
קארין אריש,"ד""ר קארין אריש",0,0,0,0
קדמי עמית,קדמי עמית,0,0,0,0
קובי  בנעים,"ד""ר קובי  בנעים",0,0,0,0
קובי פיטרו,קובי פיטרו,0,1,0,0
קובי שיף,קובי שיף,1,1,1,0
קודרטולה ווסוקי אזאד,קודרטולה ווסוקי אזאד,0,1,0,0
קווין מרק שרייבר,קווין מרק שרייבר,0,0,0,1
קונסטנטין הלפרין,קונסטנטין הלפרין,1,0,1,1
קונסטנטין למיקין,"ד""ר קונסטנטין למיקין",0,1,1,0
קונסטנטין מרזון,קונסטנטין מרזון,0,0,1,1
קונסטנטין עגור,קונסטנטין עגור,1,0,0,1
קונסטנטין קגסוב,"ד""ר קונסטנטין קגסוב",1,1,1,1
קונסטנטין קונפינו,קונסטנטין קונפינו,0,0,1,0
קוקוי לסיה (אולגה),"ד""ר קוקוי לסיה (אולגה)",0,0,0,0
קורין הרשקוביץ,"ד""ר קורין הרשקוביץ",0,0,0,0
קורנליוס נאסר,"ד""ר קורנליוס נאסר",0,0,0,0
קותייבה ביידוסי,קותייבה ביידוסי,1,1,1,0
קטי ברגוורק,קטי ברגוורק,0,0,0,0
קטי טרייניק,קטי טרייניק,0,0,0,1
קטי שלוש,"ד""ר קטי שלוש",0,0,0,0
קטיה אלגרט,"ד""ר קטיה אלגרט",0,1,0,0
קטיה דולניקוב,"ד""ר קטיה דולניקוב",0,0,0,0
קטיה דיזיצר,"ד""ר קטיה דיזיצר",0,0,0,0
קטיה מקלר,"ד""ר קטיה מקלר",1,0,0,0
קטיה סואבצקין,קטיה סואבצקין,0,0,0,0
קטיה צ'אפצ'אי  dr. katya chapchay,"ד""ר קטיה צ'אפצ'אי  Dr. Katya Chapchay",0,0,0,0
קטרינה,"ד""ר קטרינה",0,0,0,0
קטרינה צ'רמיסין,קטרינה צ'רמיסין,0,0,0,0
קידר סרגיי,"ד""ר קידר סרגיי",0,0,0,0
קיורר & ג'קסון,קיורר & ג'קסון,0,0,0,0
קינטיקס פיזיותרפיה ורפואת ספורט,קינטיקס פיזיותרפיה ורפואת ספורט,1,0,0,0
קינן נח יוסף,קינן נח יוסף,0,0,0,1
קירה מרקילביץ,קירה מרקילביץ,0,0,0,1
קיריל בוטורלין,קיריל בוטורלין,0,0,0,0
קירסטן הלפרין,קירסטן הלפרין,0,1,0,0
קלאודיה יהלום,קלאודיה יהלום,0,0,0,0
קלאודיה לובנסקי,"ד""ר קלאודיה לובנסקי",0,0,0,0
קלוד מסיקה,קלוד מסיקה,0,1,1,1
קלודט כרוב,קלודט כרוב,1,0,0,0
קלייר ליוור,קלייר ליוור,0,0,0,0
קליניקת מייקאובר makeover,קליניקת מייקאובר MakeOver,0,0,0,0
קלרה זילברמן,קלרה זילברמן,1,0,0,0
קלרה קלינגר,קלרה קלינגר,1,0,0,0
קלרה קרבלניק,קלרה קרבלניק,0,1,0,0
קלרה קרקופולסקי,קלרה קרקופולסקי,1,0,0,0
קלריס לוי,קלריס לוי,0,1,0,0
קסאביר פילץ,קסאביר פילץ,0,1,1,0
קסניה קליין,"ד""ר קסניה קליין",0,0,0,0
קפלן רחל פיזיותרפיה,קפלן רחל פיזיותרפיה,0,0,1,0
קרול צ'אושו,קרול צ'אושו,1,0,0,0
קרין יעקובי-ביאנו,"ד""ר קרין יעקובי-ביאנו",0,0,0,0
קרינה פוברצ'יק,"ד""ר קרינה פוברצ'יק",0,0,0,0
קריסטינה זסלבסקי,"ד""ר קריסטינה זסלבסקי",0,0,0,0
קרלוס אידסס,"ד""ר קרלוס אידסס",0,1,1,0
קרלוס בלנק,קרלוס בלנק,1,0,0,0
קרלוס סימון,"ד""ר קרלוס סימון",1,0,1,1
קרלוס שוורץ,קרלוס שוורץ,0,1,0,0
קרם עאמר,"ד""ר קרם עאמר",0,1,0,0
קרן אור זהבי,"ד""ר קרן אור זהבי",0,0,0,0
קרן אספרנה," ד""ר קרן אספרנה",0,0,0,0
קרן בושי - פיזיותרפיסטית,קרן בושי - פיזיותרפיסטית,1,0,0,0
קרן בן ארי מעוז,"ד""ר קרן בן ארי מעוז",0,1,0,0
קרן גפני-סאיה,קרן גפני-סאיה,1,0,0,0
קרן וייסנברג,"ד""ר קרן וייסנברג",0,0,0,0
קרן חיה כהן,"ד""ר קרן חיה כהן",0,0,0,0
קרן חמישה,"ד""ר קרן חמישה",0,1,1,0
קרן חת שוער,"ד""ר קרן חת שוער",1,0,0,0
קרן יצחקי,"ד""ר קרן יצחקי",0,0,0,0
קרן נדל,קרן נדל,1,0,0,0
קרן עמיאל,"ד""ר קרן עמיאל",0,0,0,0
קרן ערמוני דומני,קרן ערמוני דומני,0,0,0,0
קרן רגב,"ד""ר קרן רגב",0,0,0,0
קרן רום,"ד""ר קרן רום",0,0,0,0
קרן שם-טוב יונה,"ד""ר קרן שם-טוב יונה",0,0,0,0
קרן תמרת,קרן תמרת,0,1,0,0
קרסימירה ננובה,קרסימירה ננובה,1,0,1,0
קרסימירה סוובה ננובה זלוטוגורס,קרסימירה סוובה ננובה זלוטוגורס,0,0,0,1
קשת רפואה - מרכז מומחים לאורתופדיה וכאב,קשת רפואה - מרכז מומחים לאורתופדיה וכאב,0,0,0,0
קתרין חטיב סאחורי,"ד""ר קתרין חטיב סאחורי",0,0,0,0
ר דניאלה לזרוביץ',ד'ר דניאלה לזרוביץ',0,0,0,0
ראאד יונס,ראאד יונס,1,0,0,0
ראובן אקרמן,"ד""ר ראובן אקרמן",0,1,0,1
ראובן בן-טובים,ראובן בן-טובים,1,0,0,0
ראובן גרוס,ראובן גרוס,1,0,1,1
ראובן גת,ראובן גת,1,0,0,0
ראובן זינגר,ראובן זינגר,0,0,1,0
ראובן ישי,"ד""ר ראובן ישי",0,0,0,0
ראובן סרנגה,ראובן סרנגה,0,1,0,0
ראובן פולק,ראובן פולק,0,1,0,0
ראובן ראסל פוקרוי,ראובן ראסל פוקרוי,0,0,0,0
ראובן שטינהרץ,ראובן שטינהרץ,1,0,0,0
ראול גלוסמן,ראול גלוסמן,0,0,1,0
ראיד גאטס,ראיד גאטס,1,0,0,0
ראיד דלאל,"ד""ר ראיד דלאל",0,0,0,1
ראיד חורי,"ד""ר ראיד חורי",0,0,0,0
ראיד סרחאן,ראיד סרחאן,1,1,1,1
ראיד עודה,"ד""ר ראיד עודה",0,0,0,0
ראמי גועבה,"ד""ר ראמי גועבה",1,0,1,1
ראמי חורי,"ד""ר ראמי חורי",0,0,0,0
ראמי עבד אלקדר,ראמי עבד אלקדר,0,0,0,0
ראמייה פרמצ'נדרן - גאיה דנטל,"ד""ר ראמייה פרמצ'נדרן - גאיה דנטל",0,0,0,0
ראני סוטי,"ד""ר ראני סוטי",0,0,0,0
ראסם גאנם,ראסם גאנם,1,0,0,1
ראפי חדאד,"ד""ר ראפי חדאד",0,1,0,1
ראפת עביד,"ד""ר ראפת עביד",0,0,0,0
ראשאד סובח,"ד""ר ראשאד סובח",0,0,0,0
רבאב ג'רג'ורה שוקייר,"ד""ר רבאב ג'רג'ורה שוקייר",0,0,0,0
רבחי מנסור,"ד""ר רבחי מנסור",1,0,0,0
רביב שחר,רביב שחר,1,0,0,0
רביע אדומי,"ד""ר רביע אדומי",0,0,0,0
רביע קאסם,"ד""ר רביע קאסם",1,1,0,0
רביע שחאדה,"ד""ר רביע שחאדה",1,1,0,0
רבקה דייויס,רבקה דייויס,0,0,0,0
רבקה לוין,רבקה לוין,0,1,0,0
רבקה ספקטור,רבקה ספקטור,1,0,0,0
רבקה רגב,רבקה רגב,1,0,0,0
רג'א נדאף,"ד""ר רג'א נדאף",0,0,0,0
רגדה עבדאללה-אסלן,"ד""ר רגדה עבדאללה-אסלן",0,0,0,1
רדג'ונד עאמר,רדג'ונד עאמר,1,0,0,0
רדה זלטקין,רדה זלטקין,0,0,0,0
רוברט וינשטוק,"ד""ר רוברט וינשטוק",0,0,0,0
רוברט חדמי,"ד""ר רוברט חדמי",0,0,0,0
רוברט יוסופוב,"ד""ר רוברט יוסופוב",0,0,0,0
רוברט סטרן,"ד""ר רוברט סטרן",0,0,0,0
רוברט סלייטר,רוברט סלייטר,0,0,0,1
רוברט צוקרמן,רוברט צוקרמן,0,0,0,0
רוברט קלמפנר,רוברט קלמפנר,1,0,0,0
רוברטו שפיגלמן,"ד""ר רוברטו שפיגלמן",1,0,1,1
רוג'ה נג'אר,"ד""ר רוג'ה נג'אר",0,0,0,0
רוזה כצמן ניב,רוזה כצמן ניב,0,0,0,1
רוזה קוטלר,רוזה קוטלר,0,0,1,0
רוזה שימברג,רוזה שימברג,0,0,1,0
רוזי פלג,רוזי פלג,0,0,0,0
רוזנבלט זילברמן,רוזנבלט זילברמן,1,0,0,0
רוזנשטיין זאב,"ד""ר רוזנשטיין זאב",0,0,0,0
רוחי פלאח,רוחי פלאח,1,0,0,0
רוי הימל,"ד""ר רוי הימל",0,0,0,0
רוי טמאן,"ד""ר רוי טמאן",0,0,0,0
רויטל גלעד,"ד""ר רויטל גלעד",0,0,0,0
רויטל לוי חברוני בר אושר,רויטל לוי חברוני בר אושר,0,0,0,0
רויטל לינדר,"ד""ר רויטל לינדר",1,0,0,0
רויטל פרסמן,רויטל פרסמן,0,0,0,0
רויטל שיראל,"ד""ר רויטל שיראל",0,0,0,0
רוית גינת קוטון,"ד""ר רוית גינת קוטון",0,0,0,0
רוית יחיאלי כהן,רוית יחיאלי כהן,0,0,1,0
רוית ינקו,"ד""ר רוית ינקו",0,0,1,0
רוית רביב,רוית רביב,0,0,0,1
רולנדה שרף,רולנדה שרף,1,0,0,0
רום מתן,"ד""ר רום מתן",0,0,0,0
רום קשת,"ד""ר רום קשת",0,0,0,0
רומיו ג'ובראן,רומיו ג'ובראן,1,0,0,0
